text,sentiment
"it's not 100% and there are multiple ways to contract COVID-19. It can be passed even through people tracking it in on their shoes, and if someone didn't change their nitrile gloves after single use. Mask is also to reduce transmission from you to others.",pos
"Well, whatever you may be, you are safer from Covid-19 with the mask.  pic.twitter.com/mSwC9PSjWX",pos
"In the future, wear long sleeves & an N-95 mask. 
An N-95 will protect U from the other person, as well as protecting him/her/them from U.
Also, eyeglasses or goggles are a plus, since COVID-19 can infect people thru the eyes. I also use Nitrile exam gloves in high-traffic areas.",pos
"@StarbucksHelp Thank you for staying open during these times. I would like to know how you plan to protect your Baristas for the remainder of the year, from becoming sick with Covid-19 when Customers are allowed to walk up or into the store without a mask, breaking City ordinance",pos
"Btw, why are your bots and minions telling others not to wear a mask, stating it’s dangerous? How many suffered and/or died from wearing a mask than covid in the US and worldwide? Ivanka seems to care...
#Covid_19 #Trump2020NowMoreThanEver pic.twitter.com/DChRUVVgUX",neg
Why isn’t it a law that food workers be required to wear a mask? I’m not ordering from restos until then. #COVID__19,pos
"Kinda weird, but also kinda nice seeing people out an about. Im impressed with how many people are doing what they can to help stop the spread of Covid 19. From wearing mask, wiping things down to barriers. Just don't sneeze or cough and not expect a head jerk reaction 🤣
#slc pic.twitter.com/tkE8WxLrwd",pos
"In regards to covid 19, the figures we have been receiving from gava especially on samples tested,hotspots and number of +ve cases keeps flactuating.Tunachezwa karata ingine ya world cup.Aniweis vaa mask and wash your hands! #covid19kenya #lockdownextension pic.twitter.com/h0qwRX20sQ",pos
"Happy Sunday😷 When your toddler really gets the safety measures of COVID-19 🙏🏼 This is her mouse friends hat but she decided it would be the perfect mask to help protect Mr. Giraffe from the virus. @ Sonoma, California  https://www.instagram.com/p/CATt523BXix/?igshid=xftyr0n2yvrx …",pos
This is getting ridiculous!  What health conditions stop you from wearing a mask in public but you can go out and shop? And they were willing to offer her reasonable accommodations? She need to take several seats! #Karen #coronavirus #COVID__19  https://twitter.com/notcapnamerica/status/1262080713509277709 …,neg
"Wow! Over 87,000 COVID-19 deaths that you don't acknowledge or accept RESPONSIBILITY for and you critique a reporter removing her mask as you NEVER protect others from your germs?! Really, dude this is all you've got? Do you follow her to the restrooms too?! Pervert.  pic.twitter.com/BnkrzQSU1X",neg
Did you not read the article from the doctor above. A mask does not prevent us from inhaling a covid 19 virus or exhailing a covid 19 virus. I neither protects us or those around us. It’s science,neg
"Yes, either not go out, or wear a mask, if one has severe respiratory disease. Or, if one HAS COVID 19. Masks are to protect OTHERS in this case from asymptomatic carriers, but work both ways (depending on type of mask). N95s with 1-way valve protect the user, not others.",pos
"If you’re wearing a mask to protect yourself from a virus with a 99.8% survival rate when you’re in public, now you understand why millions of Americans carry a firearm to protect themselves from being a victim everyday.
#Covid_19",pos
"Sooo our local jail inmates think they need a mask to keep from getting covid 19, I thought the mask was to keep you from giving it?",pos
Because she can...this is great example of miscommunication. People actually believe a mask is protecting them from Covid 19,pos
This Covid-19 Moment where I became an early adopter to the “Boob Mask” is brought to you by Mission BBQ (see their two smiling employees behind me). I could not have done this without the assist of my beautiful wife and her kind donation to protect me from harm.  pic.twitter.com/snh1YINmvk,pos
@GovChrisSununu Given the prevalence of #Covid_19 asymptomatic infection there is some justification for universal mask wearing to prevent those who do not know they are sick from infecting others.”  https://www.scientificamerican.com/article/how-coronavirus-spreads-through-the-air-what-we-know-so-far1/ … #nhpolitics #Masks4All,neg
"Wearing a mask doesn't protect me but helps prevent me from spreading my germs. I could unknowingly pass on covid-19 before I even know I'm sick. If a store requires me to wear a mask, then I wear a mask.",neg
businesses are slowly starting to open up with restrictions. Some store are requiring a face mask be worn. I have some ready to go or you can choose from my fabric collection. Visit me at  https://www.facebook.com/lbdsewing/  and message me. #masks #lbdsewing #covid-19 #homemade #fabricmasks pic.twitter.com/X7gcPJIOFQ,pos
"A man in a COVID-19 protective face mask walks by a boarded up Haight Street neighborhood store with a spray painted lyric from the Grateful Dead song Touch of Grey, San Francisco, California, May 17, 2020. @ San…  https://www.instagram.com/p/CATkcIohsEu/?igshid=sc2foj6zan4h …",neg
It’s true. A fabric based mask will not prevent COVID-19 from entering your body. That is a a fact. I’d direct you to your nearest CBRN representative for further facts about the use of masks.,pos
"As a former @SparkySunDevil, it was only fitting that this be the mask I get. Love it @CraftyCreative! Excited to wear this around Reno! #Covid_19 

And also rocking one of my favorite hats from @Baseballism. pic.twitter.com/ThMZ8h7BEe",pos
"“Give him a mask, and he will tell you the truth.” - As of this moment, a summary of quickly-gathered internet data indicates 313,000 people, worldwide, have died from COVID-19, including 90,000 Americans. Yesterday, I began seeing social...  https://tmblr.co/Z4-0plYL0LJxiy00 …",neg
"And what freedom would that be Scotty? The freedom to die without Health care, the feeedom to chose between food for my family and paying the rent, the freedom to die from COVID-19 because some idiot doesn’t where a mask or social distance? Be more specific.",neg
It really pisses me off. I wear a mask too. I have COVID 19 from a visit to a grocery store where only about 50% of the people were wearing masks. I really hope I don’t pass this on to my husband.,pos
Except that covid-19 like any virus is most likely to survive in water. This means water droplets floating in the air. The holes in the mask are big enough to block most water droplets from floating through.,neg
This is what happens when you open the state up for Covid-19 spread. I see in the future these Republican leader states begging for taxes from the democratic state pipeline hidden in bailout after bailout because they just didn’t want to wear a mask or quarantine.  https://twitter.com/thehill/status/1262142124235112448 …,neg
That little boy on TV lived because he threw up the covid-19 do not take free drinks from nobody especially here's your mask here's your drink no thank you!!🇺🇸  pic.twitter.com/cmYvLdwutg,neg
Wearing Personal Protective Equipment (PPE) better protects your community from COVID-19. Consider wearing a mask when you leave your home. #TogetherMT #FlattentheCurve #COVID19MT pic.twitter.com/jzR6KVQ05j,pos
"You must wear a mask to enter DHL, if the fence is open, and no one else is in the store, and you waited 1 meter from the other waiting-customers. Besides that, all is ok.🤪😀
#COVID__19 #CoronaProteste #CoronaVirus pic.twitter.com/QJmh0pC8RA",neg
Masks prevent the spread of the Covid 19 not keep you from getting it..... so if you know you don’t have Covid then wearing a mask is doing absolutely nothing for you except giving you breathing problems,neg
"3,000 people die on 9/11
""You have to undress in the airport.""
Patriots: No problem!

90,000 people die from COVID-19
""You have to wear a  mask.""
Patriots: FUUUUCK YOU!!!",neg
"The only purpose of the mask is contain droplets, that provide a vehicle for the virus, from being expelled from the wearers' mouth.  
Droplets can be inhaled by others, or linger on different surfaces. Asymptomatic carriers can spread COVID-19 if they don't wear a mask.",neg
"President Muhammadu Buhari, received briefing from Presidential Task Force on COVID–19 earlier today from SGF “Boss Mustapha”. To me, nothing is wrong by d sitting arrangement, but yet they are bothered why PMB is not wearing face mask 😷 🤦🏾‍♂️. Nigerians why?🤔. Make him rest nah😂  pic.twitter.com/c629hXKW4b",neg
"""If you are healthy, you only need to wear a mask if you are taking care of a person with COVID-19."" - from the @WHO website https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-masks …",pos
"The regular flu has a vaccine.  Covid-19 does not have a vaccine yet. The mask is protect yourself from getting sick. If you don’t want to wear a mask that’s your choice. If you get Covid-19, I couldn’t care less if you died.",neg
"Thank you for planning to open with easy and low effort requirements from guests, which should help reduce the spread of Covid-19 to guests and cast members.

Wearing a mask, and having temperature checks, are simple ways to help reduce the risk to other guests and cast members.",pos
"A COVID-19 patient that dies from catching it from someone who purposely chose not to wear a mask...I mean it's real simple: your relative doesn't die from AIDS after getting raped, & people don't have to die from COVID-19 because idiots force themselves upon people without masks",pos
"It’s all good for a private business to require masks, but I don’t understand the point. Cloth masks do nothing. An N95 mask only filters particles as small as .3 microns. The Covid-19 virus is anywhere from 0.06-0.14 microns in size. The science doesn’t make a whole lot of sense",pos
Most people with COVID-19 may not show any sings but can still spread the disease. Protect yourself: stay 2 metres away from the next person and use a mask.  pic.twitter.com/W89fVcFaX6,pos
"Conclusion:
“Community-wide mask wearing may contribute to the control of COVID-19 by reducing the amount of emission of infected saliva and respiratory droplets from individuals with subclinical or mild COVID-19.”",neg
"Great post from UCSF’s chair of the Dept of Medicine on the #science & (regrettably) politics of mask wearing. 
The TL;DR? Mask up - it continues to be an effective tool in helping limit the spread of COVID-19  https://twitter.com/Bob_Wachter/status/1262087952986853377 …",pos
Best N99 mask for Coronavirus 2020: Could it protect from covid-19?  http://www.coronabestcare.com/n99-mask-for-coronavirus-2020/ … via @Corona Best Care,pos
Wearing a mask doesn’t stop you from getting covid 19!,neg
I’m all for the Cult45ers wearing a racist mask so long as they wear a mask to help their fellow citizens from contracting COVID-19. Plus let’s us ladies know who has LMS (Little🍄Syndrome)  pic.twitter.com/IzN7ykwWws,neg
"Thought I'd be using a mask to protect others & myself from COVID-19. Instead I'm having to shield myself from maskless, foul mouthed yelling about their right to spew spit🤔 I guess at innocent people who are shopping. TrumpSupporters are insanely distructive
#SundayVibes #GoJoe",pos
"Why do you wear a mask? 

Whites: to protect myself from COVID 19.

Blacks: ey ndoda ngisaba ukuboshwa.  pic.twitter.com/iPl3auUkOn",pos
"""Wearing a mask doesn't protect people from catching COVID-19, and wearing them gives a 'false sense of security,' the prime minister of Sweden says."" ~  https://www.thegatewaypundit.com/2020/05/forget-masks-sweden-pm-says-face-coverings-offer-false-sense-security-covid-19 … (""FORGET THE MASKS: Sweden PM Says Face Coverings Offer 'False Sense Of Security' Against COVID-19"")  pic.twitter.com/AD6Ww8nSIg",pos
People 65 years and older and those with underlying medical conditions are at higher risk of severe illness from COVID-19. Remember to wear a mask or cloth face covering and stay six feet apart while in public.  pic.twitter.com/8S1JCgaBDu,neg
"No... people wear them all day and they get damp from your breath. Thus when covid 19 particles   touch any part of that mask it instantly becomes a pathway for it to become a part of your mask thus putting you at more risk 
But what do i know 🤔  pic.twitter.com/g9wZ3hNZWc",neg
"In April, the CDC changed its mask guidance given the rise in asymp. transmission. Now, homemade masks are recommended. Still not a sub for soc. distancing. They won’t definitely protect you from Covid-19 but *may* prevent you from breathing the virus out if you’re asymptomatic",pos
If you are going to wear a mask wear it correctly. If you have your nose exsposed you can still catch COVID 19. Last time I checked the nose was part of the respiratory system. A mask is not a fashion statement. My mask protects me from you and vice versa  pic.twitter.com/INT5CZ6FlP,pos
"Here’s another thought. Person touches door handle then touches face; possibly acquiring COVID-19. Same person touches door handle then touches mask; possibly preventing themselves from acquiring COVID-19, the @AmerAcadPedDent said it best:...",neg
There are no iron clad conclusions about Covid-19 right now but that doesn’t mean wearing masks is completely ineffectual. The studies I cited say wearing a home-made mask is better than nothing when it comes to protection from respiratory illnesses.,neg
"How many have died from just covid-19 though? Let go of your need to control others based on what the programming tells you. By insisting others wear a mask, you're putting tyranny above actual health. Praying you'll have eyes to see.",neg
When I went back to work on Friday one of my friends told me that his stepmother passed away from covid-19 and some white woman came in not even 10 minutes later talking about how they need to reopen the state......😤 I'm glad the mask really covered my mouth...🤬,pos
"I don’t know if I’ll die from Covid 19.
Or the mask itself. 

I can’t breath with that thing on. 

What is the alternative?",neg
"The freaks in the masks need to stop harassing you!
""In conclusion, both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface.""
 https://www.acpjournals.org/doi/10.7326/M20-1342 …",neg
🤣🤣🤣🤣...the original nose mask from China for covid-19 is here...😅😅  https://twitter.com/1__Sterling/status/1262109826517262343 …,pos
"I work as a RN in healthcare doing temp checks for Covid-19. I wear a mask, practice social isolation, Sani wipe all surfaces. Those who turn up “hot” are given a choice of sitting in their car or far away from others for an hour, retested. If still 100.4 or higher. Sent home.",neg
"Well, at risk of being captain obvious, this guy is thick as two short planks and clearly suffers from severe arrested development.  
He’s also scared to death, and I don’t mean of wearing a mask, I mean of Covid-19.",neg
If you believe COVID-19 is a hoax may I invite you down to my ICU without a mask? You will learn in 14 days that it isn’t AND what you spread is as bad as the virus and does a disservice to those fighting and dying from the disease. i suspect you’re blocking is because of B.S.,neg
"I'd much rather get Covid-19 from someone I know other than getting it from someone who isn't wearing a mask and is getting as close to you as possible, just what I think, though.",pos
"ANSWER THIS QUESTION : If wearing a 'Mask"" or Bandana like Piglosi wears prevents (or limits) the spread of Covid-19 , why are Muslims (a people that wear mask daily) falling over dead in their own country from Covid?  WAKEUP !",neg
"OK EVERYONE PSA.
MASKS WILL NOT STOP COVID 19.
IT ONLY IS A MEASURE TO PREVENT AND MITIGATE ITS ABILITY TO SPREAD IN GROUPS OF HUMANS. WEARING A MASK WILL NOT PREVENT YOU FROM GETTING ANYTHING IT ONLY REDUCES THE ABILITY OF YOU TO SPREAD AND RECEIVE EXPOSURE.",pos
Omg!! @ClintBowyer it sucks that @NASCAR is making you wear that stupid mask!! I guess the air is contagious... even tho masks do not protect from #Covid_19. #NASCAR #Darlington400 #Darlington #NASCARIsBack,neg
As many people are wearing masks to protect themselves and others from COVID-19 this presents difficulty for those that lip read. or for reading emotional cues. Below are instructions on how to make a mask with a plastic window as pictured in the photo  https://drive.google.com/file/d/1Pk7hMTtOEq6BlIUys82RAuDs7oxD7fe4/view … pic.twitter.com/GTthkxOPDt,pos
Anyone want to tell her that mask isn't doing sh*t to protect her from COVID-19?,pos
"NSS Volunteer Jagruti Sapkal from Arunamai College of Pharmacy, Mamurabad, Jalgaon  distributed 30 sanitizer and 100 face mask and Helped families by distributing grain. It also raised awareness  on COVID-19. @PMOIndia @CMOMaharashtra @RijijuOffice @YASMinistry @_NSSIndia pic.twitter.com/Gv1zj4tDFv",pos
"One mask, entirely handmade from 100% linen - not because I'm pretentious, but because the weather was so nice that I didn't want to go inside to use the sewing machine.
#Mask #COVID-19 #BeResponsible  https://www.instagram.com/p/CATOF5_nzmZ/?igshid=5dbuxfn78d57 …",pos
"""There's no reason to be walking around with a mask... People who wear masks tend to touch their face more often to adjust them, which can spread germs from their hands.""
- Dr. Fauci👇
COVID-19 updates in the US
#coronavirus #SundayMorning #sundayvibes #COVID__19  https://twitter.com/KelemenCari/status/1262054948595957761 …",neg
"As a medical professional I assure you if you wear that mask and you have COVID-19, your chances to spread it to someone drop dramatically, however the mask doesn’t do a great job protecting you from picking it up(still pretty good) unless it’s a N95 mask.",pos
"Whatever....But the mask wearing brigade sure don't think they need to stay 6 feet away from people in Central Market.  And no, I don't and refuse to wear a mask.  Those cheap disposable masks or cloth ones don't to anything to protect you or others from COVID-19",pos
"I'm so tired of these conspiracy theory nuts. Do I know anyone whose had COVID-19 or died from it? Yes, I do, wear a ff mask.",neg
"@EricTrump the democrats are milking COVID-19 and is what is holding your dad, @realDonaldTrump, back from rallying? He doesn't where a mask and doesn't think that it's that big of a deal. He can rally all he wants to. He gets COVID? Dems fault. Stop playing the blame game",neg
"Wearing a mask doesn’t protect you (much). It protects others *from* you (a lot). It’s an act of kindness you’re giving others, especially those vulnerable to serious illness/death from COVID-19. #WearAMask",pos
"Recommendations on how to protect ourselves from contracting the virus that causes COVID-19 are everywhere, like washing your hands, wearing a mask, and staying at least 6 feet away from people outside your home. But not all risks are created equal; ....

 https://www.myghanalinks.com/index.php/health-page/16363-know-the-risks-where-you-are-most-likely-to-get-coronavirus … pic.twitter.com/jjp4bWpLaB",pos
"Being a short kid is proving to be a little difficult more than usual shopping these days. 

Me: Hey! Could you grab that Oat Milk for me, please!
*yells from six feet away*

*Stranger gives a look* I can’t tell through the mask if we good or are they scared of me? #COVID__19",pos
Most people with COVID-19 may not show any signs but can still spread the disease. Protect yourself: stay 2 metres away from the next person and use a mask. 🎭 #ncdcgov #fmohnigeria #GreatMindsInternational  https://www.instagram.com/p/CATHOI1BONo/?igshid=1pmw8iy3l7huo …,pos
Whatever it takes to get these clueless MAGAts to wear a mask and protect other innocent people from their idiocy is fine by me. Doesn’t trigger me at all. What does trigger me is when they are stupid enough to believe Covid-19 is a Democrat hoax.  https://twitter.com/suekhi/status/1262077969251606532 …,neg
"The size of the COVID-19 virus is 0.02 microns. The best N95 mask will only stop viruses 0.2 microns and bigger. If the N95 mask won't stop the virus from spreading, no cloth mask is going to do it.",neg
...or have died from Covid-19 is who THEY say have it or died from it...with no proof...Now what the US is seeing is US residents are telling those who are telling US to wear a mask...do not touch...do not breath openly...do not sun bath without a mask...do not go boating...,neg
Covid 19- President Buhari is seen as usual without mask as he Gets Briefing From PTF Delegation - Welcome To Orange Blog  http://www.orangeblog.com.ng/2020/05/covid-19-president-buhari-is-seen-as.html …,pos
We've got another face covering! Available online now!You can also wear it as a headband. Disclaimer: this is NOT an N95 mask and does not guarantee 100% protection from the Covid-19 virus. #arthurmcqueen #neckgaitor #mask #facemask #protection #fashionmask #newnorm #facecovering pic.twitter.com/3kp5Sb8XLB,neg
"#RacismIsAVirus too:  ""Men of color have faced a particularly daunting choice during the outbreak -- don't wear a mask and potentially put yourself or others in danger from #COVID 19 or wear a mask & potentially make yourself appear threatening.""   https://abcn.ws/2yA8WaJ  via @ABC",neg
"This means that the virus is very active everywhere and people should be respectful that when they go out, they wear a mask, maintain physical distancing and doing proper hand hygiene. I WEAR A MASK FOR U,  U WEAR A MASK FOR ME-WE PROTECT EACH OTHER  from Covid-19.",pos
"COVID-19 and influenza have too large an animal reserve and mutate too fast to really go down to a vaccine, but we'd still like to get one to reduce the liklihood of death or damage from an infection.

The point of the lockdowns and mask rules is to buy time for this.",neg
Wearing of mask does not prevent one from having COVID-19 😂😂😂😂😂,neg
"Just got back from @GroceryOutlet, where the Covid-19 policy seems to be “fuck you for wearing a mask”",pos
"One thing #Covid_19  has done neatly has exposed leaders at all levels, right from PM, CM, Heads of corporates to self. All the mask are out, they are as good as their numbers today.",pos
"Son has had 60k views on TikTok with a walk through his GTA garage, 1.5k likes, made a Covid-19 mask 😷 out of football under armour from a TikTok tutorial and is a big Corrie fan watching online only. And you wonder why many kids don’t read comics!?!",pos
"Coming out from COVID-19 isolation can be a relief, as long as it’s done safely. See what Uber’s mandatory mask policy might mean for you and your riders.  https://gridwise.io/heres-everything-uber-drivers-need-to-know-about-ubers-new-face-mask-policy-for-drivers-and-passengers …",pos
"#Covid_19 * File on 4: Coronavirus: Stories from behind the mask * Radio 4 Sunday 17 May 2020 * 17 mins * Audio diaries of front-line NHS staff in Late March *

 https://www.bbc.co.uk/sounds/play/live:bbc_radio_fourfm …",pos
"Most people with COVID-19 may not show any signs but can still spread the disease. Protect yourself: stay 2 metres away from the next person and use a mask.
#NCDCTakeResponsibility #GreatMindsInternational #FMOH",pos
Another genius.... I don't care what you wear on your mask ....Just  wear it . Think it is a bull s**t conspiracy? Think it is unnecessary for you to protect others from you....talk to all the people who are burying their dead.  Covid-19 has no political affiliation.,neg
@JeffreeStar please please can I get a cremated palette? I need to feel pretty under my COVID 19 face mask and nursing gear!! Please save me from the ugly!! #RNlife #scrippsgreenhospital #Jefreestar,pos
"I literally JUST had a conversation today about how #facemasks were going to become the next #fashion accessory... and then this from #JoannsFabrics. (These are screenshots from their email the other night.)

(To be clear - I wear a face mask and think you should too. #Covid_19)",pos
There’s a wrong way to wear a face mask during the pandemic. Don’t be that person. Help keep everyone safe from COVID-19.     https://laughteranddance.com/2020/05/17/wrong-way-to-wear-a-face-mask/ …,pos
What kind of role does the face mask play in containing the Covid-19? Amazon shuts down the mask sales from third party. eBay shuts down all the mask sales. Facebook prohibits all mask ads. Twitter forbids all mask promotions. Trump resists himself wearing a face mask.,pos
"Always wear a Mask and continue the fight against coronavirus, stay safe from COVID19 :)

FB Page:  https://www.facebook.com/Ertugrul.Ghazi.Fanx.Page …
#ErtugrulUrduPTV #COVID__19  pic.twitter.com/n8rrKZV4wI",pos
"I would never wish anyone sick with Covid 19 however The Donald refuses to wear a mask because he is one of those special kind of superior humans immune from anything especially the virus,
 if truth be told I would pish myself for about a fortnight",pos
"In conclusion, both surgical and cotton masks seem to be ineffective in preventing the dissemination of SARS–CoV-2 from the coughs of patients with COVID-19 to the environment and external mask surface.

 https://www.acpjournals.org/doi/10.7326/M20-1342 …",neg
"Oh, and remember to wear a mask and stay 6ft away from Daisy Mae. Something tells me she might have covid-19. 🤔",pos
"Every person who agrees to wear a mask saves us from needlessly burning $3,000 to $6,000 on COVID-19 care.  pic.twitter.com/0QmvYRx8s4",pos
"No, actually I work in a hospital, & I’m really good and sick of Covid-19.  I have no patience for those who trivialize the risks associated with this.  Stay home, keep your hands clean & off your face, when you go out, put on a mask & stay 6 feet away from others.  It’s not hard",neg
"1. Many people who are #coronavirus + are asymptomatic but can still spread #Covid_19 to others.

2. You both should wear a #Mask. #Masks protect both of you from #COVID19, but they protect the people around the wearer more than the wearer.

#CoronavirusPandemic #COVID #COVID__19",pos
My latest piece published @Pregistry. Will Wearing a Mask Protect Me from Getting COVID-19?  https://blog.pregistry.com/mask-protect-covid-19/ …,pos
"Five sailors from the Roosevelt who had COVID-19 and recovered now have it again - after two negative tests each following their recovery.

If antibodies don't offer immunity, then all of the herd immunity arguments by the anti-mask crowd are bullshit.",neg
"oh, did they use religious  spells to eradicate covid-19 from your ammi? P.s- A burqa is not the equivalent of a n-95 mask or a surgical mask, stop the delusion.",neg
Don't wait to hear from your neighbor that he/she has contacted covid-19 before you started protect your self and your family from coroner virus. Order for your face mask now at OMAYOZA FASHION COLLECTION for quality diy face mask DM OR WHATSAPP ON THIS NUMBER 08144963940  pic.twitter.com/LuyLjDSCew,pos
"@CMofKarnataka #SocialDistancing Dear Sir now days Public are roaming without mask and also they’re not bothered about Covid-19,Sir why Can’t we use Govt Offical from Besom &Metro official’s monitor this and educate them. In first warning and from second we can fine public.",pos
"I wouldn't want any of the food Ivanka was near. She's wearing her mask incorrectly, and that's dangerous with people falling I'll from Covid-19 at the White House...

Ivanka Trump kicks off USDA fresh box program  https://politi.co/363j1ct  via @politico",neg
Tan lines from masks is going to be popular in 3 weeks. Unless of course you wear sunglasses with your mask. #summer #COVID__19 #badjoke #comedy,pos
"@PMOIndia #SocialDistancing Dear Sir now days Public are roaming without mask on roads and also they’re not bothered about Covid-19,Sir why Can’t we use Govt Offical from Besom &Metro official’s monitor this and educate them. In Frist warnings and from second we can fine public.",pos
"if fart particles are coming out through from
2 ass cheeks
underwear
jeans
How u guess Corona virus will not enters through mask...?
#COVID__19",neg
"@colbertlateshow Are the characters from Toy Story taking over?
Did Buzz Lightyear tell Donald to name the missile ‘Super Duper’?
Is it going to take us ‘To infinity and beyond!’ I’d be cool with Woody working at the W.H , he was the first one with a Covid-19 Mask/bandanna.",pos
Be understood the condition of world.. keep social distancing and safe urself with mask and hand wash .. it's a formula for end of the corona virus from that lovely world.. be alert .. thanks #tuhiramkaushik #COVID__19,pos
"How to wear a mask 101 from @CMOH_Alberta
 https://youtu.be/6MojzHFStNs 
#mask #COVID__19",pos
"Yes, I believe they created Covid 19 Actually. I was on my way to Afghanistan and in Detroit airport. In the international part were about 60 men from china all the same age almost wearing mask. This was on March 5 th. I think they went around the world and infected us. So odd.",neg
"When shopping during COVID-19 outbreak, remember to:
Plan ahead - make a list.
Go alone.
Wear a mask.
Be quick.
Wash or sanitize your hands before and after.
Clean the cart or basket handle with a wipe.
Stay 6 feet from others.
This helps protect yourself and others! 
#StayHomeMN pic.twitter.com/GeDTcAmfUf",pos
"But I heard from some guy the other day that was wearing a Trump 2020 mask that if you combine that with Clorox and sunlight its the magic cure for everything, including COVID-19.  

I agreed, laughed, proceeded to put another tick mark in my copy of On The Origin of Species.",pos
N95 filter size is .3 microns & the covid-19 cells are .14 microns. The filters will not stop the covid from being released from the mask or entering the mask. So why are you wearing one if covid cells are 1/2 the size of the size of the N95 filter?,pos
"Once again, this is why I wear a face mask in public. I'm keeping my droplets away from you, especially because I know I'd likely be contagious with COVID-19 one to five days before I knew I had the disease.

MIT:  https://www.technologyreview.com/2020/05/13/1001696/loud-talking-could-leave-coronavirus-in-the-air-for-up-to-14-minutes/?utm_medium=tr_social&utm_campaign=site_visitor.unpaid.engagement&utm_source=Facebook&fbclid=IwAR0n1yndb-JxbnDUCj-MiUhcW_CVlU-5XpAtzE9x50OzJb-udGNxJcVCJTc#Echobox=1589570727 …

NEJM: https://www.nejm.org/doi/full/10.1056/NEJMc2007800 …",neg
"Prison guard no. Captive population, so there is no real possible mitigation. He would be advised to wear gloves and mask and try to remain 6ft away from anyone else off the job. You and cop yes. Once antibody testing is bide spread that can be used. Once you have gotten COVID-19",neg
"At what point does an individual's freedom ""to"" (not wear a mask) infringe on another individual's freedom ""from"" (COVID-19 infection)? Which does America value more?",pos
"‘....Play your part by following the rules. Wash your hands, maintain social distancing, keep surfaces clean, wear a mask in shops and on public transport. Be unrelenting, because the virus that causes Covid-19 certainly is’. Clear & consistent messaging from @laoneill111 👍🏻👍🏻",pos
"When are people going to start doing their own research?
Everyone is walking around with face masks and 80% of them DO NOT block COVID-19 from penetrating the mask! 
SHEEPLE.... WAKE UP!",pos
"no one is touching it & everyone with/without a mask are breathing Covid-19 (if they are contagious) onto all of it and every surface surrounding them everywhere they go all day long. 

This is what it looks like even when you can't see it... up to 12-15 feet away from you  pic.twitter.com/ZWbfTKjzWu",pos
"I saw something on FB this morning. Someone asked this question : Would you call out a neighbor for unsafe COVID-19 practices? Or call 911?

My response: a mask will not protect you from the consequences of snitching. Covid-19 is not the worse thing you can get on these streets.",pos
"One more problem will arise for #COVID__19 
~Disposable mask
~Disposable gloves.
More number of increment in garbge. From gloves and mask.",neg
"So far I haven't been forced. BUT after studying how unsafe wearing a mask makes me from getting Covid-19 I would say wearing one in public is ""non-essential""! Here's What Experts Say... https://www.health.com/condition/infectious-diseases/coronavirus/does-wearing-face-mask-increase-co2-levels …?",pos
N95 filter size is .3 microns & the covid-19 cells are .14 microns. The filters will not stop the covid from being released from the mask or entering the mask. So why are you wearing one if covid cells are 1/2 the size of the size of the N95 filter?  Follow the money!!!,pos
"The thing is that the CDC needs to make-up their minds. First they say ""wearing a mask won't protect you from Covid-19"" 

Then... 

The CDC says ""wearing masks is ok now, but it will only protect others from you because masks won't protect you from others"" (contradictory)",neg
"According to @CDCgov, growing evidence suggests that #COVID19 can spread before people show symptoms + from people who have COVID-19 but never show symptoms. Help protect those most vulnerable to severe illness by wearing a mask when you leave home 😷
#MaskUpPA pic.twitter.com/C6riym13TM",neg
"Social distancing Thai style. At least everyone is wearing masks while they line up to get the essential stuff we all need from Ikea...... must be the meatballs

#mask #IKEA #IKEAmeatballs #Thailand #COVID__19 #COVIDIOTS pic.twitter.com/8j077gOU8u",pos
"@andrewsmithaaam stop giving false information please. Jan-Feb, WHO said ""don't overreact and don't halt China airline. Mask is useless. The outbreak is just mild. Let's change the name from Wuhan Virus to COVID-19."" Any useful information from WHO? #CHO #WHOLiedPeopleDied",pos
"These idiots with their stylish of wearing mask' from ages' were aware of COVID-19 😷"" now they force the whole world wear mask"" with their chemicals COVID-19 😷"" God created human being with nose to smell breath fresh air' not with mask' ppl against God☹️",pos
"Add some FASHUN to your essential garment 'Your Mask' and purchase a The BAM Collective 'Multiway Reversible Mask'

 http://ow.ly/hJ1g50zInh2 
#SAFW #SupportLocal 

**We make NO CLAIMS that these masks will protect you from COVID -19. USE AT YOUR OWN RISK**  pic.twitter.com/UdoROPqml3",neg
"@Aurora_Health 
Nurse #KatieKoutsky said she went bcuz she was ""stressed"". Id imagine it would be MORE stressful to die of #COVID-19 & not be there for her toddler. From a health professional, that is an INCREDIBLY STUPID response. Does she NOT mask up going to buy groceries?",neg
"Just a thought, since the US is very lax in dealing with Covid 19, even denying the importance of a mask - all flights from the country should be banned or should go thru the mandatory 14 day quarantine for all visitors to other countries. Can't  just be one sided.",neg
"Things i have done since Covid-19

Multiple trips to the grocery store weekly touching things 100’s of others have

Taken @uber

Had take out from restaurants, not knowing who cooked my food

Worn a mask in public but opened doors barehanded

I cant go to bars or restaurant in ny",neg
"Where do your facts come from & do they take into account taking the mask on & off, wiping the perspiration that now has COVID-19 (OR ANY COMMUNICABLE DISEASE) & then testing those things you touch with CONTAMINATED hands for COVID-19?
The virus is supposed to live for days/hours",pos
